smiles,sa_score,sim_source,sim_target,comp_score,path_id
C=CC(=O)C1=CC=C(OC(=C)C)C(C)=C1,3.8701,13.21,16.25,22.47,253844
C=CCOC1=CC=C(C(=O)C=C)C=C1C,3.6741,11.01,18.99,24.12,257174
CC=CC(=O)C1=CC=C(OCC)C(C)=C1,3.4371,11.01,23.68,28.85,257175
C=COC1=C(C)C=C(C(=O)C=C)C=C1C,4.0016,11.43,21.62,26.94,253952
CC=CC(=O)C1=CC(C)=C(OC)C(C)=C1,3.5644,12.50,21.62,27.52,257353
CC=COC1=C(C)C=C(C(C)=O)C=C1C,3.8425,12.50,21.62,27.49,253217
CC=CCC(=O)C1=CC(C)=C(O)C(C)=C1,3.7323,12.38,21.33,27.15,253350
C=CC(=C)C(=O)C1=CC(C)=C(O)C(C)=C1,3.9458,11.43,21.62,26.94,257983
CC=C(C)C(=O)C1=CC(C)=C(O)C(C)=C1,3.6514,12.75,22.22,28.23,258055
CCC=CC(=O)C1=CC(C)=C(O)C(C)=C1,3.5620,11.32,22.97,28.28,258151
C=CC=CC(=O)C1=CC(C)=C(O)C(C)=C1,3.7612,11.32,19.74,25.02,258152
CC=C(C)OC1=C(C)C=C(C=O)C=C1C,3.9541,12.75,17.33,23.31,253197
CC=C(C)OC1=C(C)C=C(CC)C=C1C,3.7520,11.54,18.67,24.06,258222
C=CC=C(C)OC1=C(C)C=C(C)C=C1C,3.7345,12.62,18.67,24.60,258223
C=CC(=CC)OC1=C(C)C=C(C)C=C1C,3.8547,10.58,18.92,23.82,258224
C=CCCC1=CC(C)=C(OCC)C(C)=C1,3.4141,9.26,19.74,24.03,254161
C=C(C)OC1=C(C)C=C(CCC)C=C1C,3.5365,11.43,16.88,22.24,258492
C=CCOC1=C(C)C=C(CCC)C=C1C,3.3648,9.26,16.67,20.96,258493
C=C(C)CC1=CC(C)=C(OCC)C(C)=C1,3.4382,10.38,21.62,26.47,258495
C=CC(=C)OC1=CC=C(C(C)=O)C=C1C,3.8530,12.15,16.25,21.94,253843
CC=CCOC1=CC=C(C(C)=O)C=C1C,3.5423,12.04,18.99,24.65,258733
C=CCC1=CC(C)=C(OC(=C)C)C(C)=C1,3.7943,12.38,15.19,21.00,254164
C=CCOC1=C(C)C=C(CC=C)C=C1C,3.6163,9.43,15.58,19.94,258933
CC=CCC1=CC(C)=C(OCC)C(C)=C1,3.5582,9.35,20.00,24.32,258935
CCC=CC(=O)C1=CC=C(OC)C(C)=C1,3.4632,12.04,18.99,24.66,254753
CCC=C(C)C(=O)C1=CC=C(O)C(C)=C1,3.7080,11.21,19.48,24.72,259172
C=C(C)C=CC(=O)C1=CC=C(O)C(C)=C1,3.7902,11.32,16.67,21.95,259174
C=CCC(=O)C1=CC=C(OC=C)C(C)=C1,3.9650,11.01,17.50,22.61,254281
CC=COC1=CC=C(C(=O)CC)C=C1C,3.7909,11.11,19.23,24.41,259187
C=COC1=CC=C(C(=O)C(=C)C)C=C1C,3.9126,12.15,16.25,21.93,259190
C=CC(=CC)C(=O)C1=CC=C(O)C(C)=C1,4.0757,10.28,16.67,21.40,254728
CC=C(C)C(=O)C1=CC=C(OC)C(C)=C1,3.5479,13.46,18.18,24.56,259367
C=CC=C(C)C(=O)C1=CC=C(O)C(C)=C1,3.9263,12.26,16.46,22.20,259370
C=CC(C)=CCOC1=C(C)C=CC=C1C,3.5954,13.08,16.05,22.23,254930
C=C(C=C(C)C)OC1=C(C)C=CC=C1C,3.6953,14.56,15.19,22.10,259427
CC(=CCOC1=C(C)C=CC=C1C)CO,3.4540,13.21,16.25,22.51,259428
CC(C=N)=CCOC1=C(C)C=CC=C1C,3.9031,13.08,16.05,22.20,259429
CC(C)=CCOC1=C(C)C=C(C)C=C1C,3.2479,12.75,20.55,26.60,259430
CCC(C)=CCOC1=C(C)C=CC=C1C,3.3938,13.21,17.72,23.99,259431
CC=CCC(=O)C1=CC=C(OC)C(C)=C1,3.6293,13.08,17.50,23.68,253366
C=CC(=C)C(=O)C1=CC=C(OC)C(C)=C1,3.8349,12.15,17.72,23.41,259490
C=C(C=CC)OC1=C(C)C=C(C)C=C1C,3.7650,10.48,17.11,21.97,254461
CC1=CC(C)=C(OCC=CCO)C(C)=C1,3.4266,10.48,20.27,25.17,259607
CC1=CC(C)=C(OCC=CC=N)C(C)=C1,3.8511,9.35,18.42,22.71,259608
CC=CCOC1=C(C)C=C(C=O)C=C1C,3.7569,10.38,16.88,21.70,259609
CC=CCOC1=C(C)C=C(CC)C=C1C,3.5598,9.35,16.88,21.20,259610
C=CC=CCOC1=C(C)C=C(C)C=C1C,3.5694,9.35,20.00,24.32,254464
CCC=CCOC1=C(C)C=C(C)C=C1C,3.3187,9.52,20.55,24.98,259616
C=C(C=CC)C(=O)C1=CC=C(O)C(C)=C1,3.9760,10.19,16.46,21.15,259907
CC(C)=CCC(=O)C1=CC=C(O)C(C)=C1,3.7045,12.38,18.18,24.00,259909
C=CC=CCC(=O)C1=CC=C(O)C(C)=C1,3.9659,10.00,18.99,23.59,259913
CC=C(C)OC1=CC=C(C(C)=O)C=C1C,3.7506,12.50,18.42,24.30,253375
C=CC(=C)CC1=CC=C(OCC)C(C)=C1,3.6561,10.00,17.50,22.13,254771
C=C(C)CC1=CC=C(OC(=C)C)C(C)=C1,3.7729,11.43,12.50,17.84,260322
C=CCOC1=CC=C(CC(=C)C)C=C1C,3.5793,11.01,13.25,18.40,260324
CC=C(C)CC1=CC=C(OCC)C(C)=C1,3.4880,11.21,17.95,23.21,260326
C=CC(=C)OC1=C(C)C=C(CC)C=C1C,3.8545,10.28,16.67,21.42,260473
C=CC(=O)C1=CC=C(OC=CC)C(C)=C1,4.0312,11.11,16.25,21.40,261146
C=CC=COC1=CC=C(C(C)=O)C=C1C,4.0222,12.15,16.25,21.92,261147
C=CC(=C)OC1=C(C)C=C(C=O)C=C1C,4.0565,11.43,15.38,20.69,261305
COCC=CCOC1=C(C)C=CC=C1C,3.4376,12.50,15.38,21.29,255019
C=C(C=CCO)OC1=C(C)C=CC=C1C,3.8855,12.04,14.63,20.26,261664
CC1=CC=CC(C)=C1OCC=CC(=N)O,3.8497,12.15,17.72,23.41,261665
C=COC1=CC=C(C(=O)C=CC)C=C1C,3.9312,11.01,16.05,21.16,254560
C=CC=CC(=O)C1=CC=C(OC)C(C)=C1,3.6575,12.04,16.05,21.70,261692
C=C(C)C=CCOC1=C(C)C=CC=C1C,3.5945,13.08,16.05,22.23,255026
C=C(C=CCC)OC1=C(C)C=CC=C1C,3.7881,12.04,16.05,21.69,262048
C=CCC=CCOC1=C(C)C=CC=C1C,3.5763,11.21,15.00,20.25,262050
CC1=CC=CC(C)=C1OCC=CCCO,3.4234,12.15,16.25,21.98,262052
CC=CC=C(C)OC1=C(C)C=CC=C1C,3.8014,14.42,16.46,23.29,262078
CC1=CC=CC(C)=C1OC1=CC=CC=C1,3.7965,11.76,19.18,24.68,262079
C=CCC(=O)C1=CC(C)=C(OCC)C(C)=C1,3.5315,11.01,28.77,33.92,256362
C=C(C)OC1=C(C)C=C(C(=O)CC)C=C1C,3.6396,12.26,24.32,30.09,262346
C=C(C)C(=O)C1=CC(C)=C(OCC)C(C)=C1,3.4707,11.21,29.58,34.84,262347
C=CCOC1=C(C)C=C(C(=O)CC)C=C1C,3.4741,11.01,25.33,30.49,262348
C=CC(=O)C1=CC(C)=C(OC(=C)C)C(C)=C1,3.8742,13.33,21.05,27.33,256363
CC=CC(=O)C1=CC(C)=C(OCC)C(C)=C1,3.4993,11.11,29.17,34.37,263292
C=CCOC1=C(C)C=C(C(=O)C=C)C=C1C,3.7032,11.11,24.00,29.19,263293
C=CC(=C)OC1=C(C)C=C(C(C)=O)C=C1C,3.8579,12.26,21.05,26.80,256364
CC=CCOC1=C(C)C=C(C(C)=O)C=C1C,3.5775,12.15,24.00,29.72,264237
C=CCC(=O)C1=CC(C)=C(OC=C)C(C)=C1,3.9652,11.11,22.37,27.53,256722
CC=COC1=C(C)C=C(C(=O)CC)C=C1C,3.7992,11.11,24.00,29.18,265116
C=COC1=C(C)C=C(C(=O)C(=C)C)C=C1C,3.9147,12.26,21.05,26.79,265117
C=CC(=C)C(=O)C1=CC=C(OCC)C(C)=C1,3.7353,10.81,24.68,29.71,256995
C=C(C)OC1=CC=C(C(=O)C(=C)C)C=C1C,3.7894,12.38,16.67,22.48,265881
C=CCOC1=CC=C(C(=O)C(=C)C)C=C1C,3.6051,11.82,18.52,24.07,265883
CC=C(C)C(=O)C1=CC=C(OCC)C(C)=C1,3.4684,12.15,24.00,29.73,265884
C=C(C)OC1=CC=C(C(=O)C=CC)C=C1C,3.8106,12.96,15.85,21.95,257175
C=CCOC1=CC=C(C(=O)C=CC)C=C1C,3.6300,10.71,18.29,23.29,266555
CCC=CC(=O)C1=CC=C(OCC)C(C)=C1,3.3918,10.91,23.38,28.49,266556
C=CC=CC(=O)C1=CC=C(OCC)C(C)=C1,3.5729,10.71,22.78,27.78,266557
CC=CCC(=O)C1=CC(C)=C(OC)C(C)=C1,3.6669,13.21,22.37,28.61,253921
C=CC(=C)C(=O)C1=CC(C)=C(OC)C(C)=C1,3.8630,12.26,22.67,28.41,266900
CC=CCC(=O)C1=CC=C(OCC)C(C)=C1,3.5466,11.82,23.08,28.63,253841
C=CCC(=O)C1=CC=C(OC(=C)C)C(C)=C1,3.8428,12.84,17.07,23.11,267450
C=CCOC1=CC=C(C(=O)CC=C)C=C1C,3.6614,10.91,18.75,23.84,267452
CCC=CC(=O)C1=CC(C)=C(OC)C(C)=C1,3.5086,12.15,24.00,29.72,258151
CCC=C(C)C(=O)C1=CC(C)=C(O)C(C)=C1,3.6130,12.26,22.67,28.44,267795
C=C(C)C=CC(=O)C1=CC(C)=C(O)C(C)=C1,3.6913,12.38,19.74,25.56,267796
C=CC(=CC)C(=O)C1=CC(C)=C(O)C(C)=C1,3.9632,11.32,19.74,25.00,258055
CC=C(C)C(=O)C1=CC(C)=C(OC)C(C)=C1,3.5897,13.59,23.29,29.72,267853
C=CC=C(C)C(=O)C1=CC(C)=C(O)C(C)=C1,3.8209,13.33,19.48,25.77,267855
CC=C(C)OC1=C(C)C=C(C(C)=O)C=C1C,3.7604,12.62,23.61,29.55,253842
C=CC(=C)C(=O)C1=CC(C)=C(OCC)C(C)=C1,3.7842,10.91,30.14,35.21,262347
C=C(C)OC1=C(C)C=C(C(=O)C(=C)C)C=C1C,3.7998,12.50,21.62,27.49,268219
CC=C(C)C(=O)C1=CC(C)=C(OCC)C(C)=C1,3.5291,12.26,29.58,35.36,268220
C=CCOC1=C(C)C=C(C(=O)C(=C)C)C=C1C,3.6387,11.93,23.38,28.98,268221
C=C(C)OC1=C(C)C=C(C(=O)C=CC)C=C1C,3.8204,13.08,20.51,26.67,263292
C=CCOC1=C(C)C=C(C(=O)C=CC)C=C1C,3.6624,10.81,23.08,28.12,270614
CCC=CC(=O)C1=CC(C)=C(OCC)C(C)=C1,3.4552,11.01,28.77,33.93,270615
C=CC=CC(=O)C1=CC(C)=C(OCC)C(C)=C1,3.6284,10.81,28.00,33.04,270616
CC=CCC(=O)C1=CC(C)=C(OCC)C(C)=C1,3.6032,11.93,28.38,33.98,256362
C=CCC(=O)C1=CC(C)=C(OC(=C)C)C(C)=C1,3.8512,12.96,21.79,27.89,272149
C=CCOC1=C(C)C=C(C(=O)CC=C)C=C1C,3.6925,11.01,23.68,28.82,272150
C=CC(=CC)C(=O)C1=CC(C)=C(OCC)C(C)=C1,3.8170,10.81,28.00,33.02,268220
C=C(C)OC1=C(C)C=C(C(=O)C(C)=CC)C=C1C,3.8380,13.21,22.37,28.59,274221
C=CCOC1=C(C)C=C(C(=O)C(C)=CC)C=C1C,3.6867,11.93,23.38,28.97,274222
CCC=C(C)C(=O)C1=CC(C)=C(OCC)C(C)=C1,3.5105,11.93,28.38,33.99,274223
C=CC=C(C)C(=O)C1=CC(C)=C(OCC)C(C)=C1,3.6925,12.73,27.63,33.63,274224
C=CC(=C)C(=O)C1=CC(C)=C(OC(=C)C)C(C)=C1,4.0823,13.08,22.08,28.21,262347
C=C(C=CC)C(=O)C1=CC(C)=C(OCC)C(C)=C1,3.7339,10.71,27.63,32.62,278949
C=CCOC1=C(C)C=C(C(=O)C(=C)C=C)C=C1C,3.9259,10.81,24.68,29.69,278950
C=CC(=CCC)C(=O)C1=CC(C)=C(OCC)C(C)=C1,3.8071,11.61,27.27,32.70,274223
C=C(C)OC1=C(C)C=C(C(=O)C(C)=CCC)C=C1C,3.8047,12.73,22.78,28.77,281021
C=CCOC1=C(C)C=C(C(=O)C(C)=CCC)C=C1C,3.6635,11.50,23.75,29.14,281022
C=C(C)C=C(C)C(=O)C1=CC(C)=C(OCC)C(C)=C1,3.7198,11.71,29.33,34.82,281023
CCOC1=C(C)C=C(C(=O)C2=CC=CC=C2)C=C1C,3.6963,11.82,35.21,40.75,274224
C=CC=C(C)C(=O)C1=CC(C)=C(OC(=C)C)C(C)=C1,3.9794,13.89,20.00,26.55,284567
C=CC=C(C)C(=O)C1=CC(C)=C(OCC=C)C(C)=C1,3.8348,12.61,22.50,28.42,284569
C=C(C)OC1=C(C)C=C(C(=O)C2=CC=CC=C2)C=C1C,3.9609,13.76,25.97,32.46,274224
C=CCOC1=C(C)C=C(C(=O)C2=CC=CC=C2)C=C1C,3.8300,12.39,28.21,34.02,286121
CCOC1=C(C)C=C(C(=O)C2=CC=CC(C)=C2)C=C1C,3.7119,12.73,38.57,44.56,286122
CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC=C2)C=C1C,3.7390,12.73,38.57,44.56,286123
C=C(C)C=C(C)C(=O)C1=CC(C)=C(OC(=C)C)C(C)=C1,3.9971,12.96,21.79,27.88,287675
C=CCOC1=C(C)C=C(C(=O)C(C)=CC(=C)C)C=C1C,3.8582,11.50,23.75,29.12,287676
C=C(C)OC1=C(C)C=C(C(=O)C2=CC=CC(C)=C2)C=C1C,3.9690,14.68,28.95,35.89,286122
C=CCOC1=C(C)C=C(C(=O)C2=CC=CC(C)=C2)C=C1C,3.8429,13.27,31.17,37.42,290039
CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,3.7132,11.21,46.03,51.27,290040
C=C(C)OC1=C(C)C=C(C(=O)C2=CC(C)=CC=C2)C=C1C,3.9951,14.68,28.95,35.89,286123
C=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC=C2)C=C1C,3.8686,13.27,31.17,37.42,291874
C=C(C)OC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,3.9637,13.21,34.78,40.99,290040
C=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,3.8425,11.82,37.14,42.67,293439
C=CC(=C)OC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.0956,11.82,33.33,38.83,293439
CC=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,3.9035,11.71,36.62,42.09,295139
C=C(C=CC)OC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.1418,11.61,32.43,37.82,295139
CC1=CC(C)=CC(C(=O)C2=CC(C)=C(OCC=CCO)C(C)=C2)=C1,3.9296,11.61,36.11,41.52,298539
CC1=CC(C)=CC(C(=O)C2=CC(C)=C(OCC=CC=N)C(C)=C2)=C1,4.1934,11.40,35.14,40.42,298540
CC(C)=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,3.8236,13.76,36.62,43.12,298541
C=CC=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.0184,11.40,36.99,42.29,295140
CCC=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,3.8626,11.61,38.03,43.45,298544
C=C(C)C=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,3.9933,12.28,34.67,40.41,298544
C=C(C=CCC)OC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.1101,11.30,34.67,39.91,303639
CCC(C)=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,3.8723,12.39,36.99,42.79,303640
C=CCC=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,3.9805,11.40,35.14,40.44,303641
CC1=CC(C)=CC(C(=O)C2=CC(C)=C(OCC=CCCO)C(C)=C2)=C1,3.8874,11.40,35.14,40.45,303642
C=CC(C)=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,3.9939,12.28,34.67,40.41,298541
C=C(C=C(C)C)OC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.0553,13.76,32.88,39.35,307039
CC1=CC(C)=CC(C(=O)C2=CC(C)=C(OCC=C(C)CO)C(C)=C2)=C1,3.9086,12.39,35.14,40.94,307040
CC(C=N)=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.1794,12.28,34.67,40.39,307041
C=C(C)C(C)=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,3.9888,13.27,34.67,40.90,303640
C=C(C=C(C)CC)OC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.0831,12.28,34.67,40.40,310439
CCC(=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C)CO,4.0097,12.17,36.00,41.69,310440
CCC(C=N)=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.2102,11.11,35.53,40.66,310441
C=CCC(C)=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,3.9902,12.17,34.21,39.90,310442
CC1=CC(C)=CC(C(=O)C2=CC(C)=C(OCC=C(C)CCO)C(C)=C2)=C1,3.8765,12.17,34.21,39.91,310443
C=C(C)C(=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C)CO,4.0845,12.93,35.06,41.12,310440
CCC(=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C)COC,3.9569,11.97,35.06,40.65,318939
C=C(C=C(CC)CO)OC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.1843,11.11,33.77,38.90,318940
CCC(=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C)C(=N)O,4.1349,12.93,40.54,46.59,318941
C=CCC(=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C)CO,4.0913,10.92,32.91,37.96,318942
CC1=CC(C)=CC(C(=O)C2=CC(C)=C(OCC=C(CO)CCO)C(C)=C2)=C1,4.0213,11.11,33.77,38.92,318943
C=C(C)C(=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C)C(=N)O,4.2613,11.76,35.90,41.35,318941
CCC(=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C)C(=N)OC,4.1517,12.82,38.16,44.15,327439
C=C(C=C(CC)C(=N)O)OC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.3090,11.86,36.36,41.86,327440
CC1=CC(C)=CC(C(=O)C2=CC(C)=C(OCC=C3CC=CN=C3O)C(C)=C2)=C1,4.3181,13.45,36.71,43.00,327441
CC1=CC(C)=CC(C(=O)C2=CC(C)=C(OCC=C(CCO)C(=N)O)C(C)=C2)=C1,4.1810,11.76,37.66,43.13,327442
CCOC(=N)C(=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C)CC,4.0805,11.86,38.16,43.68,327439
C=C(C)C(=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C)C(=N)OC,4.2750,12.50,33.33,39.16,334239
C=C(C=C(CC)C(=N)OC)OC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.3208,11.67,33.75,39.15,334240
COC1=NC=CCC1=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.2800,12.20,37.04,42.71,334241
COC(=N)C(=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C)CCO,4.1980,12.50,35.00,40.83,334242
C=C(C)C(=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C)C(=N)OCC,4.2031,11.48,34.57,39.89,327439
C=C(C=C(CC)C(=N)OCC)OC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.2472,10.74,33.75,38.70,341039
CCOC1=NC=CCC1=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.2340,11.29,40.51,45.73,341040
CCOC(=N)C(=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C)CCO,4.1302,11.48,36.25,41.57,341041
C=C1C=CN=C(OCC)C1=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.3315,10.32,40.00,44.73,341040
C=C(C=C1CC=CN=C1OCC)OC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.3548,11.02,39.02,44.10,346139
CCOC1=NC(C)=CCC1=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.2789,11.29,42.31,47.52,346140
CCOC1=NC=C(O)CC1=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.3723,12.10,41.77,47.38,346141
C=C1C=C(C)N=C(OCC)C1=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.2971,10.40,42.31,47.08,346140
C=C(C=C1CC=C(C)N=C1OCC)OC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.3976,11.02,40.74,45.81,351239
CCOC1=NC(C=O)=CCC1=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.4029,12.80,40.74,46.70,351240
CCOC1=NC(CN)=CCC1=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.3882,10.94,40.24,45.27,351241
CCOC1=NC(C)=C(O)CC1=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.2890,12.00,43.04,48.61,351242
CCOC1=NC(CN)=C(O)CC1=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.3980,11.63,40.96,46.34,351242
C=C1C(=CCOC2=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C2C)C(OCC)=NC(C)=C1O,4.2887,12.90,44.87,50.89,358039
C=C(C=C1CC(O)=C(C)N=C1OCC)OC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.4064,11.72,41.46,46.88,358040
CCOC1=NC(C=O)=C(O)CC1=CCOC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,4.4134,12.60,41.46,47.32,358041
C=C1C(=CCOC2=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C2C)C(OCC)=NC(CN)=C1O,4.3973,11.72,43.21,48.63,358039
CCOC1=NC(C)=C(O)C2=C1C=C(OC1=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C1C)C=C2,4.2790,12.90,52.70,58.73,363139
C=C1C(=CCOC2=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C2C)C(OCC)=NC(C=O)=C1O,4.4124,12.60,43.21,49.07,363140
CCOC1=C2C=C(OC3=C(C)C=C(C(=O)C4=CC(C)=CC(C)=C4)C=C3C)C=CC2=C(O)C(C)=N1,4.3159,12.90,48.68,54.70,364839
CCOC1=NC(CN)=C(O)C2=C1C=C(OC1=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C1C)C=C2,4.3859,11.63,50.00,55.38,363139
CCOC1=NC(C=O)=C(O)C2=C1C=C(OC1=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C1C)C=C2,4.4004,13.39,50.00,56.25,366539
CCOC1=C2C=C(OC3=C(C)C=C(C(=O)C4=CC(C)=CC(C)=C4)C=C3C)C=CC2=C(O)C(CN)=N1,4.3957,12.50,46.25,52.06,364839
CCOC1=C2C=C(OC3=C(C)C=C(C(=O)C4=CC(C)=CC(C)=C4)C=C3C)C=CC2=C(O)C(C=O)=N1,4.4296,14.29,46.25,52.95,367814
CCOC1=NC(C(N)=O)=C(O)C2=C1C=C(OC1=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C1C)C=C2,4.3515,11.63,53.95,59.33,366539
CCOC1=NC(CNC)=C(O)C2=C1C=C(OC1=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C1C)C=C2,4.3647,11.45,50.63,55.92,363139
CCOC1=NC(C(=O)NC)=C(O)C2=C1C=C(OC1=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C1C)C=C2,4.3297,11.45,58.67,63.96,366539
CCNC(=O)C1=C(O)C2=C(C=C(OC3=C(C)C=C(C(=O)C4=CC(C)=CC(C)=C4)C=C3C)C=C2)C(OCC)=N1,4.3069,11.36,62.16,67.41,366539
CCOC1=NC(C(=O)NCC=O)=C(O)C2=C1C=C(OC1=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C1C)C=C2,4.4230,12.69,58.97,64.88,366539
CCOC1=NC(C(=O)NCCO)=C(O)C2=C1C=C(OC1=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C1C)C=C2,4.3082,11.94,59.74,65.28,368664
CCOC1=NC(C(=O)NCC(=O)O)=C(O)C2=C1C=C(OC1=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C1C)C=C2,4.2942,11.11,73.24,78.37,368664
C=C(C)C=CC(=O)C1=CC(C)=C(OC)C(C)=C1,3.6349,13.21,20.78,27.02,0
CC=C(C)C=CC(=O)C1=CC(C)=C(OC)C(C)=C1,3.6339,14.29,20.78,27.56,0
CCC=C(C)C=CC(=O)C1=CC(C)=C(OC)C(C)=C1,3.5830,12.73,22.78,28.79,0
COC1=C(C)C=C(C(=O)C2=CC(C)=CC(C)=C2)C=C1C,3.7570,12.62,36.92,42.86,0
CC1=CC(C)=CC(C(=O)C2=CC(C)=C(OC3=CC=CC=C3)C(C)=C2)=C1,4.1140,13.64,42.03,48.44,0
CC1=CC=CC(OC2=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C2C)=C1,4.1164,13.64,42.03,48.44,0
CC1=CC(C)=CC(C(=O)C2=CC(C)=C(OC3=CC(C=N)=CC=C3)C(C)=C2)=C1,4.4052,13.91,38.67,45.18,0
CN=CC1=CC=CC(OC2=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C2C)=C1,4.3707,15.65,37.66,45.05,0
CCN=CC1=CC=CC(OC2=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C2C)=C1,4.3734,15.25,39.74,46.93,0
CC1=CC(C)=CC(C(=O)C2=CC(C)=C(OC3=CC(C=NCC=O)=CC=C3)C(C)=C2)=C1,4.5047,16.95,37.04,45.06,0
CC1=CC(C)=CC(C(=O)C2=CC(C)=C(OC3=CC(C=NCC(N)=O)=CC=C3)C(C)=C2)=C1,4.4131,15.83,36.59,44.06,0
CNC(=O)CN=CC1=CC=CC(OC2=C(C)C=C(C(=O)C3=CC(C)=CC(C)=C3)C=C2C)=C1,4.3617,14.75,37.80,44.75,0
